epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_iou
1,0.3839412575418299,0.8048694957386363,0.8936751268126748,0.5751597881317139,0.4517437219619751
2,0.3026522389867089,0.8853959517045454,0.2434085564179854,0.9113813638687134,0.7848614454269409
3,0.24481918405402792,0.9058549360795455,0.20335642343217677,0.9174715876579285,0.8021538257598877
4,0.26096997017210183,0.9030806107954545,0.20934697511521252,0.9462357759475708,0.8547094464302063
5,0.2510710204189474,0.8985795454545454,0.19263562316244298,0.9345347881317139,0.8398279547691345
6,0.20323034985498947,0.931942471590909,0.22430667850104244,0.8916903138160706,0.7627474665641785
7,0.2225684954361482,0.9163618607954546,0.15896410644054412,0.9491299986839294,0.8663089275360107
8,0.17526323226365176,0.94228515625,0.26486672731963073,0.8902698755264282,0.7505952715873718
9,0.18527948639609598,0.9360662286931818,0.18604623905637047,0.921679675579071,0.8140701651573181
10,0.1669873614202846,0.9436079545454545,0.1870969978245822,0.9214311242103577,0.8128805756568909
11,0.21488915519280868,0.9271617542613636,0.14638246704231608,0.9635653495788574,0.9025548696517944
12,0.14800382364879955,0.9560014204545455,0.15618666478178717,0.9389204382896423,0.8496372103691101
13,0.18721141571348363,0.9319069602272727,0.17754175690087406,0.9250355362892151,0.8222390413284302
14,0.1586478210308335,0.9442737926136363,0.1434007403525439,0.9425426125526428,0.8568141460418701
15,0.16942687657746403,0.940731534090909,0.13325525170022792,0.9511363506317139,0.8753114938735962
16,0.14660630415786396,0.9529074928977272,0.1404734723947265,0.940625011920929,0.8537758588790894
17,0.156347710842436,0.9448952414772728,0.11905046342448755,0.9643465876579285,0.9046035408973694
18,0.14233644442124802,0.9514248934659091,0.14785879891027104,0.9379616379737854,0.8481001853942871
19,0.15046620734713295,0.9510387073863636,0.13088309141722593,0.9498401880264282,0.8726617097854614
20,0.13045625551180406,0.9577903053977272,0.16088211360302837,0.9315341114997864,0.8335922956466675
21,0.1447000737894665,0.9490633877840909,0.14341304451227188,0.9457919001579285,0.8645098209381104
22,0.1406638886440884,0.950634765625,0.16572122059085154,0.9281072616577148,0.8277607560157776
23,0.1363001679832285,0.9541947798295455,0.13007851073687726,0.9496626257896423,0.8730066418647766
24,0.1386681610887701,0.9517844460227273,0.11553607203743675,0.963654100894928,0.9046798348426819
25,0.1411662913181565,0.9498490767045454,0.13429089784622192,0.9456676244735718,0.8642714619636536
26,0.1310854521664706,0.9578924005681818,0.15244982080026107,0.9331498742103577,0.8384743928909302
27,0.12150683098218658,0.9635919744318182,0.14389417713338679,0.9388494491577148,0.8494623899459839
28,0.12783208584243602,0.9577769886363636,0.12073513350703499,0.9474254250526428,0.8680128455162048
29,0.12416858144781806,0.9570845170454545,0.13719865557822314,0.9436789751052856,0.8602458238601685
30,0.11990942169319499,0.9604137073863637,0.12500557669184426,0.9422052502632141,0.8569167852401733
31,0.11121872257102619,0.9643110795454546,0.11422092643651095,0.9525390863418579,0.8793445825576782
32,0.11905032179572365,0.9604714133522727,0.12352846156467091,0.9460049867630005,0.8650124073028564
33,0.11228137205947529,0.9617986505681818,0.13050877790559423,0.9427024126052856,0.8578977584838867
34,0.11468803543936122,0.9612215909090909,0.10417584844610908,0.9602982997894287,0.8973181247711182
35,0.11003903475674716,0.9655806107954545,0.11862818625840274,0.9480823874473572,0.8694759607315063
36,0.1310435723174702,0.9543545809659091,0.11223860545591875,0.9516867995262146,0.8774545192718506
37,0.11135346212170341,0.96171875,0.09454091089692983,0.9618963003158569,0.9007216691970825
38,0.10297796807505867,0.9676402698863636,0.10281285921281035,0.9569602012634277,0.8894715309143066
39,0.10912435339255766,0.9650035511363636,0.11285642886703665,0.9484197497367859,0.8710035681724548
40,0.11152566806836561,0.9647505326704545,0.10121336863799528,0.9571022987365723,0.8896198868751526
41,0.1086491045626727,0.9642444957386364,0.11060168668627739,0.9520241618156433,0.8784416317939758
42,0.10940758084708994,0.9638316761363637,0.10362093976952813,0.9577769637107849,0.8916480541229248
43,0.11040948290716518,0.9645685369318182,0.11990971998734908,0.9461292624473572,0.8656035661697388
44,0.10336013720794157,0.9673029119318182,0.09868319535797293,0.9569602012634277,0.8892897963523865
45,0.09798905172131278,0.9699085582386363,0.09473679919134487,0.963671863079071,0.9052250981330872
46,0.11314049634066495,0.9640669389204546,0.09415642720731822,0.9607599377632141,0.8982082605361938
47,0.1125959120013497,0.9617587002840909,0.09243994592265649,0.9675071239471436,0.9142214059829712
48,0.1007470426234332,0.9682794744318182,0.10725225569172339,0.9536221623420715,0.8818740844726562
49,0.10586440061981028,0.964786044034091,0.10544850060885602,0.9566228985786438,0.888818085193634
50,0.1304071082310243,0.9562100497159091,0.09523165943947705,0.9629616737365723,0.9033991098403931
